curr_meeting_date,curr_venue_name,curr_race_number,curr_tab_number,horse_name,meeting_date,venue,rail_position,race_number,race_name,condition_age,condition_jockey,condition_sex,condition_class,condition_weight,condition_group,race_record,starters,margin_1,margin_2,race_duration,sectional_distance,sectional_time,barrier,jockey,abnormal_finish,position_finish,position_1200m,position_800m,position_400m,position_settling,blinkers_on,favourite,dead_heat,margin,weight_carried,weight_adjustment,stewards_report,pg1_barrier,pg1_position,pg1_dead_heat,pg1_horse,pg1_jockey,pg1_country,pg1_weight,pg1_margin,pg2_barrier,pg2_position,pg2_dead_heat,pg2_horse,pg2_jockey,pg2_country,pg2_weight,pg2_margin,pg3_barrier,pg3_position,pg3_dead_heat,pg3_horse,pg3_jockey,pg3_country,pg3_weight,pg3_margin,dslr
21/05/2016,Rosehill,2,1,Ghost Protocol,13/08/2014,Newcastle,,4,Barrier Trial,,,,Barrier Trial Open,Catch Weight,,,7,1.8,1,50.11,600,37.9,7,S Lisnyy,,7,,,,,FALSE,FALSE,FALSE,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,1,Ghost Protocol,10/09/2014,Wyong,,2,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,4,Nk,61.51,,,7,S Lisnyy,,7,,,,,FALSE,FALSE,FALSE,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,1,Ghost Protocol,27/09/2014,Rosehill,+3m Entire Course,8,The Paslode (Bm84),3yo+,Apprentices Can Claim,,Benchmark 84,Handicap,,,14,SN,NK,80.06,600,35.01,7,S Lisnyy,,8,,,12,10,FALSE,FALSE,FALSE,2.5,54,-2,,14,1,FALSE,Woodbine,Tommy Berry,AUS,58,0.2,12,2,FALSE,Amovatio,J Bowman,AUS,58,0.2,1,3,FALSE,Murder Of Crows,J A Cassidy,AUS,56,0.5,203
21/05/2016,Rosehill,2,1,Ghost Protocol,11/10/2014,Randwick,+3m Entire Course,4,Adina Apartment Hotels (Bm84),3yo+,Apprentices Can Claim,"Colts, Horses & Geldings",Benchmark 84,Handicap,,,9,SN,HN,94.52,600,35.5,4,S Clipperton,,8,,,8,8,FALSE,FALSE,FALSE,4.3,56,,,9,1,FALSE,Pythagorean,B Shinn,GB,57.5,0.2,2,2,FALSE,Black Revolver,T Angland,AUS,55,0.2,3,3,FALSE,Paederos,K O'Hara,FR,57.5,0.4,14
21/05/2016,Rosehill,2,1,Ghost Protocol,18/10/2014,Randwick,+6m Entire Course,7,City Tattersalls Club (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,11,0.8,LN,82.7,600,35.42,8,J Lloyd,,8,,,9,8,TRUE,FALSE,FALSE,7.1,55,,,6,1,FALSE,Mahara,B Shinn,AUS,56,0.8,7,2,FALSE,All Cerise,G Schofield,AUS,54.5,0.8,2,3,FALSE,Rare Fragrance,W Costin,AUS,52,1.2,7
21/05/2016,Rosehill,2,1,Ghost Protocol,29/10/2014,Warwick Farm,TRUE,6,More Than Ready (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,7,2,0.8,97.19,600,34.52,3,S Clipperton,,5,,3,3,3,TRUE,FALSE,FALSE,7.3,59,,,5,1,FALSE,Church Boy,B Shinn,NZ,58,2,2,2,FALSE,Hollywood Bound,J B McDonald,AUS,59,2,1,3,FALSE,Golden Aro,Tommy Berry,AUS,57.5,2.8,11
21/05/2016,Rosehill,2,1,Ghost Protocol,4/11/2014,Muswellbrook,TRUE,6,Vinery Muswellbrook Gold Cup,,Apprentices Can Claim,,Open,Handicap,,,13,1,0.8,90.43,600,34.03,5,P Schmidt,,7,,11,11,11,TRUE,FALSE,FALSE,3.1,54,,,10,1,FALSE,Pitt Street,A Gibbons,AUS,59,1,3,2,FALSE,Oh My Papa,B Spriggs,AUS,54,1,7,3,FALSE,Tableaux,R Thompson,AUS,54,1.8,6
21/05/2016,Rosehill,2,1,Ghost Protocol,28/11/2014,Warwick Farm,"+5m 1000m To W/P (Incl.1400m Chute),+3m",7,Tab.Com.Au (Bm70),3yo+,Apprentices Can Claim,"Colts, Horses & Geldings",Benchmark 70,Handicap,,,12,1.3,HD,83.24,600,35.19,4,K Jennings,,8,,12,12,12,FALSE,FALSE,FALSE,3.5,57.5,-3,,3,1,FALSE,Brettan,B Avdulla,AUS,57.5,1.3,8,2,FALSE,Nevagotavote,S Clenton,AUS,56.5,1.3,11,3,FALSE,Loceano,B Shinn,AUS,58,1.5,24
21/05/2016,Rosehill,2,1,Ghost Protocol,10/12/2014,Warwick Farm,TRUE,5,More Than Ready (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,9,HD,0.8,100.97,600,36.25,5,K Jennings,,1,,9,9,9,FALSE,FALSE,FALSE,0.2,57,-3,,7,2,FALSE,Bardiya,Taylor Marshall,AUS,53.5,0.2,3,3,FALSE,God's In Him,Tommy Berry,AUS,55.5,1,6,4,FALSE,Monticello,Tim Clark,AUS,57.5,1.1,12
21/05/2016,Rosehill,2,1,Ghost Protocol,20/12/2014,Rosehill,+2m Entire Course,5,Tab.Com.Au Plate,3yo+,Apprentices Can Claim,,Open,Set Weight With Penalties,,,13,HN,1,119.05,600,34.13,9,K Jennings,,10,12,12,12,11,FALSE,FALSE,FALSE,4.5,55,-1.5,,12,1,FALSE,Phrases,S Lisnyy,AUS,56,0.2,3,2,FALSE,Off The Rails,J Bowman,AUS,59.5,0.2,2,3,FALSE,Magical Stance,S Clipperton,AUS,56.5,1.2,10
21/05/2016,Rosehill,2,1,Ghost Protocol,26/12/2014,Randwick,+3m Entire Circuit,6,Summer Cup,3yo+,Apprentices Cannot Claim,,Quality,Handicap,,,10,0.8,HH,124.77,600,34.42,10,Thomas Huet,,8,10,10,10,10,FALSE,FALSE,FALSE,5.3,54,,,7,1,FALSE,I'M Imposing,T Angland,GB,59,0.8,6,2,FALSE,Midsummer Sun,B Avdulla,GB,54.5,0.8,3,3,FALSE,Casino Dancer,S Guymer,AUS,54,0.9,6
21/05/2016,Rosehill,2,1,Ghost Protocol,1/01/2015,Randwick,+6m Entire Course,4,Tattersalls Club Cup,3yo+,Apprentices Cannot Claim,,Quality,Handicap,LR,,6,1,0.5,150.25,600,35.23,6,J R Collett,,2,6,6,6,6,FALSE,FALSE,FALSE,1,55,,,4,1,FALSE,Multilateral,G Schofield,USA,55.5,1,2,3,FALSE,Lucky Lucky Lucky,C Reith,AUS,55,1.5,5,4,FALSE,Permit,B Shinn,GB,58,1.6,6
21/05/2016,Rosehill,2,1,Ghost Protocol,9/01/2015,Gosford,TRUE,6,Gosford Quarries Gosford Cup,3yo+,Apprentices Cannot Claim,,Quality,Handicap,LR,,10,1,NS,130.16,600,35.62,7,Tim Clark,,9,9,8,8,10,FALSE,FALSE,FALSE,2.1,54,,,3,1,FALSE,Midsummer Sun,B Shinn,GB,57,1,8,2,FALSE,Oriental Lady,B Avdulla,GER,54,1,6,3,FALSE,Phrases,A Gibbons,AUS,54,1.1,8
21/05/2016,Rosehill,2,1,Ghost Protocol,24/01/2015,Randwick,+8m Entire Course,6,Vili's Pies Australia Day Cup,3yo+,Apprentices Cannot Claim,,Quality,Handicap,LR,,10,4.3,LN,150.56,600,35.31,1,K McEvoy,,5,4,5,5,4,FALSE,FALSE,FALSE,6,54,,,5,1,FALSE,Danas Best,Tommy Berry,AUS,54,4.3,3,2,FALSE,Permit,J Bowman,GB,59,4.3,4,3,FALSE,Oriental Lady,B Avdulla,GER,54.5,4.7,15
21/05/2016,Rosehill,2,1,Ghost Protocol,7/02/2015,Rosehill,+3m Entire Course,2,Hyland Race Colours (Bm95),3yo+,Apprentices Can Claim,,Benchmark 95,Handicap,,,8,0.5,2.3,122.63,600,35.57,6,Brodie Loy,,4,8,8,8,8,FALSE,FALSE,FALSE,2.9,52,-2,,7,1,FALSE,Centre Pivot,J B McDonald,AUS,54.5,0.5,3,2,FALSE,Black Jag,S Lisnyy,AUS,54,0.5,2,3,FALSE,Koroibete,J R Collett,AUS,54,2.8,14
21/05/2016,Rosehill,2,1,Ghost Protocol,14/02/2015,Randwick,TRUE,2,Huawei (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,8,NK,SH,149.26,600,39.56,1,Brodie Loy,,2,8,7,7,8,FALSE,FALSE,FALSE,0.3,53.5,-3,,5,1,FALSE,Planet Purple,W Costin,AUS,54,0.3,6,3,FALSE,Blazing Dragon,Tommy Berry,AUS,54,0.4,3,4,FALSE,Last Wish,S Clipperton,NZ,54,2.8,7
21/05/2016,Rosehill,2,1,Ghost Protocol,28/02/2015,Warwick Farm,TRUE,1,Schweppes (Bm83),3yo+,Apprentices Can Claim,,Benchmark 83,Handicap,,,9,HH,LH,150.1,600,35.55,9,Brodie Loy,,6,8,8,8,8,FALSE,FALSE,FALSE,3.3,55,-3,,5,1,FALSE,Sasenkile,S Lisnyy,AUS,54.5,0.1,6,2,FALSE,Phrases,B Shinn,AUS,57,0.1,7,3,FALSE,Danjeu,J R Collett,IRE,54.5,0.3,14
21/05/2016,Rosehill,2,1,Ghost Protocol,3/06/2015,Warwick Farm,+3m Entire Course,7,Tab Rewards (Bm75),3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,13,SH,1.3,98.56,600,36.19,1,J R Collett,,10,,13,13,13,FALSE,FALSE,FALSE,3.4,61.5,,,4,1,FALSE,Mydream,J Taylor,AUS,51.5,0.1,2,2,FALSE,Wings,W Costin,AUS,53.5,0.1,11,3,FALSE,Abbasso,R Hutchings,AUS,57.5,1.4,95
21/05/2016,Rosehill,2,1,Ghost Protocol,20/06/2015,Randwick,+9m Entire Course,8,Ranvet (Bm90),3yo+,Apprentices Can Claim,,Benchmark 90,Handicap,,,12,0.8,3.5,101.75,600,37.82,4,Thomas Huet,,5,,10,11,11,FALSE,FALSE,FALSE,7.1,54,,,3,1,FALSE,Pajaro,J Parr,NZ,56,0.8,6,2,FALSE,Georgey Aeroplane,J R Collett,NZ,54,0.8,10,3,FALSE,Casino Dancer,S Lisnyy,AUS,52,4.3,17
21/05/2016,Rosehill,2,1,Ghost Protocol,4/07/2015,Rosehill,+8m Entire Course,2,Tab Place Multi (Bm95),3yo+,Apprentices Can Claim,,Benchmark 95,Handicap,,,9,0.8,NK,119.72,600,38.01,6,J R Collett,,4,,9,9,9,FALSE,FALSE,FALSE,1.3,54,,,3,1,FALSE,Sir Mako,Tim Clark,NZ,54,0.8,8,2,FALSE,Beyond Thankful,R Hutchings,IRE,56,0.8,2,3,FALSE,Reigning,B Avdulla,AUS,57,1.1,14
21/05/2016,Rosehill,2,1,Ghost Protocol,11/07/2015,Randwick,TRUE,7,Tab.Com.Au (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,10,SN,HH,130.92,600,38.3,4,B Shinn,,7,,7,7,7,FALSE,FALSE,FALSE,3.8,58.5,,,1,1,FALSE,Astronomos,J R Collett,GB,56.5,0.2,7,2,FALSE,Dure,K O'Hara,AUS,54,0.2,3,3,FALSE,Campania,K McEvoy,AUS,55,0.3,7
21/05/2016,Rosehill,2,1,Ghost Protocol,1/08/2015,Rosehill,+3m Entire Course,4,Bisley Workwear Contest (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,9,HN,HD,119.85,600,36.51,6,S Lisnyy,,8,9,9,9,9,FALSE,FALSE,FALSE,3.5,53,-2,,7,1,FALSE,Campania,K McEvoy,AUS,54,0.2,8,2,FALSE,Zayam,D R Beasley,FR,54,0.2,2,3,FALSE,Artibai,B Avdulla,GB,54,0.4,21
21/05/2016,Rosehill,2,1,Ghost Protocol,15/08/2015,Rosehill,+6m Entire Course,2,Dooleys (Bm80),3yo+,Apprentices Can Claim,,Benchmark 80,Handicap,,,10,SHH,1.3,90.01,600,34.27,4,Thomas Huet,,7,9,10,10,9,TRUE,FALSE,FALSE,2.8,56.5,,,2,1,FALSE,Dylan's Rojo,Tommy Berry,AUS,58,0.1,6,2,FALSE,Mr One Eleven,D R Beasley,AUS,57,0.1,10,3,FALSE,Marenostro,W Costin,NZ,58,1.4,14
21/05/2016,Rosehill,2,1,Ghost Protocol,23/08/2015,Taree,TRUE,7,Stacks Lawfirm Taree Cup,,Apprentices Cannot Claim,,Quality,Handicap,,,14,0.8,HN,126.95,600,36.61,12,Thomas Huet,,1,12,13,13,12,TRUE,FALSE,FALSE,0.8,54.5,,,8,2,FALSE,Just As Cosmic,J R Collett,AUS,54,0.8,9,3,FALSE,Slivovitz,A Gibbons,AUS,55,1,4,4,FALSE,Lucky Liaison,S Clenton,AUS,57.5,1.6,8
21/05/2016,Rosehill,2,1,Ghost Protocol,4/09/2015,Wyong,TRUE,7,Carlton Mid Wyong Gold Cup,,Apprentices Cannot Claim,,Open,Quality,LR,,13,0.5,NS,128.49,600,34.48,6,Thomas Huet,,4,13,13,12,13,FALSE,FALSE,FALSE,0.8,54,,,13,1,FALSE,Beyond Thankful,J Bowman,IRE,58,0.5,7,2,FALSE,Just As Cosmic,Tommy Berry,AUS,54,0.5,2,3,FALSE,Orbec,T Angland,FR,55.5,0.6,12
21/05/2016,Rosehill,2,1,Ghost Protocol,18/09/2015,Newcastle,TRUE,7,X X X X Gold Newcastle Cup,,Apprentices Cannot Claim,,Open,Handicap,3,,15,LN,0.8,143.55,600,35.7,13,Thomas Huet,,6,14,12,11,14,FALSE,FALSE,FALSE,1.8,54,,,10,1,FALSE,Beyond Thankful,J Bowman,IRE,58,0.4,8,2,FALSE,Orbec,T Angland,FR,54,0.4,9,3,FALSE,Rio Perdido,C Reith,FR,54,1.2,14
21/05/2016,Rosehill,2,1,Ghost Protocol,3/10/2015,Randwick,+3m Entire Circuit,9,McGrath Agents Metropolitan,3yo+,Apprentices Cannot Claim,,Open,Handicap,1,,13,2,LH,148.52,600,35.81,7,Thomas Huet,,10,,11,11,11,FALSE,FALSE,FALSE,6.1,55.5,,,1,1,FALSE,Magic Hurricane,J B McDonald,IRE,55.5,2,2,2,FALSE,Beaten Up,G Schofield,GB,58,2,10,3,FALSE,Havana Cooler,J Moreira,IRE,55.5,2.2,15
21/05/2016,Rosehill,2,1,Ghost Protocol,18/01/2016,Gosford,Timing - Electronic : Rail - Normal,6,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,5,Lg hd,Sh Nk,61.62,,,4,C Dwyer,,4,,,,,FALSE,FALSE,FALSE,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,1,Ghost Protocol,6/02/2016,Randwick,TRUE,8,"Atc Ab ""banjo"" Paterson (Bm85)",3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,14,2,1.8,83.78,600,36.3,6,Taylor Marshall,,12,,,14,14,FALSE,FALSE,FALSE,10.4,55.5,-2,,14,1,FALSE,Heavens Above,T Angland,AUS,55.5,2,11,2,FALSE,Roaring To Win,W Costin,AUS,55,2,1,3,FALSE,Alpha Beat,B Shinn,AUS,61.5,3.8,126
21/05/2016,Rosehill,2,1,Ghost Protocol,19/02/2016,Quirindi,TRUE,7,Akubra Quirindi Cup,,Apprentices Can Claim,,Open,Handicap,,,13,0.5,HD,95.49,,,8,S Clenton,,13,,13,12,13,FALSE,FALSE,FALSE,9.7,62.5,,,1,1,FALSE,Egyptian Ruler,G M Ryan,AUS,56.5,0.5,6,2,FALSE,Kurtley,Mollie Partridge,AUS,59,0.5,9,3,FALSE,Pippi's Pride,L G Henry,AUS,58,0.7,13
21/05/2016,Rosehill,2,1,Ghost Protocol,12/03/2016,Rosehill,TRUE,4,Apn Outdoor (Bm85),3yo+,Apprentices Can Claim,,Benchmark 85,Handicap,,,10,1.3,NS,117.2,600,34.37,9,Thomas Huet,,1,10,10,10,10,TRUE,FALSE,FALSE,1.3,56.5,,,3,2,FALSE,Self Esteem,W Costin,AUS,51.5,1.3,8,3,FALSE,Off The Rails,James P Innes,AUS,57.5,1.4,10,4,FALSE,Another Cocktail,J B McDonald,GB,56.5,1.5,22
21/05/2016,Rosehill,2,1,Ghost Protocol,26/03/2016,Rosehill,+5m Entire Circuit,3,Neville Sellwood Stakes,4yo+,Apprentices Cannot Claim,,Open,Set Weight With Penalties,3,,8,NK,0.8,122.1,600,34.05,1,Thomas Huet,,4,7,7,7,6,TRUE,FALSE,FALSE,3.3,55,,,6,1,FALSE,It's Somewhat,J B McDonald,USA,56.5,0.3,3,2,FALSE,Messene,Tommy Berry,AUS,56.5,0.3,5,3,FALSE,Sir John Hawkwood,B Spriggs,IRE,55.5,1.1,14
21/05/2016,Rosehill,2,1,Ghost Protocol,25/04/2016,Randwick,"+12m 1600m To W/Post , +6m The Remainder",6,Tommy Hill Memorial Hcp,3yo+,Apprentices Can Claim,,Open,Handicap,,,11,SH,1.3,126.48,600,37.81,7,S Lisnyy,,7,,10,10,10,TRUE,FALSE,FALSE,6.1,54,,,4,1,FALSE,Lady Le Fay,G Schofield,NZ,54,0.1,2,2,FALSE,Weary,J B McDonald,FR,61,0.1,3,3,FALSE,Destiny's Kiss,Deanne Panya,AUS,57,1.4,30
21/05/2016,Rosehill,2,1,Ghost Protocol,7/05/2016,Rosehill,+3m Entire Circuit,7,Lord Mayors Cup,3yo+,Apprentices Cannot Claim,,Open,Quality,LR,,14,1.5,1.8,122.33,600,34.49,2,A Cavallo,,10,,11,10,10,TRUE,FALSE,FALSE,5.9,54,,,5,1,FALSE,Ecuador,A Hyeronimus,NZ,57.5,1.5,9,2,FALSE,Lady Le Fay,G M Ryan,NZ,54,1.5,13,3,FALSE,Havana Cooler,B Avdulla,IRE,59,3.3,12
21/05/2016,Rosehill,2,2,Adirondack,15/01/2013,Warwick Farm,,6,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,6,3.5,Sh Nk,46.9,,,5,C Reith,,5,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,2,Adirondack,27/05/2013,Cranbourne,,3,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,3-Apr,1.3,47.65,,,3,V Duric,,3,,,,,FALSE,FALSE,FALSE,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,2,Adirondack,20/10/2013,Seymour,TRUE,3,"Pet,horse & Farm Mdn Plate",3yo+,Apprentices Can Claim,,Maiden,Set Weight,,,13,NS,5,69.15,,,8,L Nolen,,4,,3,2,,FALSE,FALSE,FALSE,6.1,56,,,1,1,FALSE,Nautical,Nicholas Hall,AUS,56.5,0.1,4,2,FALSE,Chautauqua,D Dunn,AUS,56,0.1,13,3,FALSE,Kelvy,P Mertens,AUS,58.5,5.1,
21/05/2016,Rosehill,2,2,Adirondack,3/11/2013,Kilmore,Out 3m 1200m-Home Turn; True The Remainder,3,Corsec Services Mdn Plate,3yo+,Apprentices Can Claim,,Maiden,Set Weight,,,11,SN,NS,72.64,600,36.66,8,J Winks,,1,,4,4,4,FALSE,TRUE,FALSE,0.2,57,,,4,2,FALSE,Nowhere Man,L J Meech,AUS,58.5,0.2,7,3,FALSE,Hopetoun Street,Ryan Maloney,AUS,55.5,0.3,11,4,FALSE,The Sands,R Plumb,AUS,58.5,1.5,14
21/05/2016,Rosehill,2,2,Adirondack,24/11/2013,Kilmore,TRUE,6,Lancemore Hill Hcp (64),,Apprentices Cannot Claim,,Restricted 64,Handicap,,,10,1.8,NK,88.79,,,6,Jack Hill,,1,,2,2,2,FALSE,TRUE,FALSE,1.8,58,,,3,2,FALSE,Faith 'N' Belief,D Gauci,AUS,59.5,1.8,2,3,FALSE,War Is Over,J Mott,AUS,59,2.1,9,4,FALSE,Kevanova,B Knobel,NZ,58.5,2.2,21
21/05/2016,Rosehill,2,2,Adirondack,21/12/2013,Flemington,Out 12m Entire Circuit,1,Primacy Hcp (78),3yo,Apprentices Can Claim,,Restricted 78,Handicap,,,10,HN,LN,84.83,600,35.14,4,V Duric,,3,,3,3,4,FALSE,FALSE,FALSE,0.6,60,,,2,1,FALSE,Gracious Prospect,Katelyn Mallyon,AUS,58,0.2,1,2,FALSE,Star Beauty,Jye McNeil,AUS,53,0.2,3,4,FALSE,Blonic Hill,S W Arnold,AUS,58.5,2.1,27
21/05/2016,Rosehill,2,2,Adirondack,11/01/2014,Flemington,Out 4m Entire Course,4,Straight Draw Hcp (78),"3,4yo",Apprentices Can Claim,,Restricted 78,Handicap,,,11,SH,1,102.79,600,35.31,1,V Duric,,3,,1,1,1,FALSE,FALSE,FALSE,1.1,54.5,,,2,1,FALSE,Nesbo,B Rawiller,AUS,56.5,0.1,8,2,FALSE,Correggio,C J Parish,NZ,58,0.1,9,4,FALSE,Averau,Katelyn Mallyon,AUS,52,1.9,21
21/05/2016,Rosehill,2,2,Adirondack,24/01/2014,Moonee Valley,True Entire Course,7,Chandler Macleod Stakes,3yo,Apprentices Cannot Claim,,Open,Set Weight With Penalties,,,12,1.3,0.8,91.29,600,36.23,3,V Duric,,3,,4,5,4,FALSE,FALSE,FALSE,2.1,57,,,8,1,FALSE,Trust In A Gust,B Rawiller,AUS,60,1.3,11,2,FALSE,Written Up,J Mott,AUS,57,1.3,2,4,FALSE,Arctic Song,C Schofield,AUS,57,3.5,13
21/05/2016,Rosehill,2,2,Adirondack,31/05/2014,Sandown,Out 5m Entire Circuit,6,Sportingbet Best Tote Hcp,3yo,Apprentices Can Claim,,Open,Handicap,,,13,HN,0.8,86.89,600,36.47,6,S W Arnold,,5,,10,10,8,FALSE,FALSE,FALSE,3.9,56,,,9,1,FALSE,Tiny's Legacy,D Oliver,AUS,54.5,0.2,13,2,FALSE,Search Squad,I Gundogdu,NZ,57.5,0.2,12,3,FALSE,Refulgent,H Coffey,AUS,53,1,127
21/05/2016,Rosehill,2,2,Adirondack,27/08/2014,Warwick Farm,TRUE,7,Declaration Of War (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,14,1,0.5,81.54,600,38.59,1,J Bowman,,7,,,7,10,FALSE,FALSE,FALSE,9.3,58,,,14,1,FALSE,Rolston,J Parr,AUS,56.5,1,13,2,FALSE,Mesmereyeser,T Angland,AUS,56.5,1,9,3,FALSE,Private Secretary,Tommy Berry,AUS,58,1.5,88
21/05/2016,Rosehill,2,2,Adirondack,24/09/2014,Canterbury,TRUE,6,Cellarbrations (Rs0mw),3yo+,Apprentices Can Claim,,Rest 0 Metro Wins,Handicap,,,12,NS,1.8,93.96,600,36.17,3,S Clipperton,,10,,7,8,6,FALSE,FALSE,FALSE,5.6,54.5,,,10,1,FALSE,Pythagorean,B Shinn,GB,59,0.1,9,2,FALSE,Golden Aro,Tommy Berry,AUS,54,0.1,5,3,FALSE,Forgotten Years,K McEvoy,AUS,54,1.9,28
21/05/2016,Rosehill,2,2,Adirondack,15/10/2014,Warwick Farm,"+5m 1000m To Winning Post, +3m Remainder",5,Bloodstock.Com.Au (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,9,HN,1.3,100.96,600,36.15,9,J B McDonald,,6,,9,5,9,FALSE,FALSE,FALSE,4.5,57,,,8,1,FALSE,Zayam,B Shinn,FR,59,0.2,7,2,FALSE,Della's Diamond,Lester Grace,AUS,52,0.2,2,3,FALSE,Idyllic Scenery,J R Collett,AUS,54.5,1.5,21
21/05/2016,Rosehill,2,2,Adirondack,9/02/2015,Warwick Farm,,4,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,9,5,2,46.8,,,4,S Clipperton,,4,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,2,Adirondack,23/02/2015,Randwick,,5,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,9,Hf Hd,2.3,63.3,,,7,W Costin,,7,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,2,Adirondack,8/03/2015,Canberra,+3m Entire Course,8,Canprint Communications (Bm65),,Apprentices Can Claim,,Benchmark 65,Handicap,,,11,1.3,LN,84.35,600,35.77,10,J B McDonald,,2,,2,1,2,FALSE,FALSE,FALSE,1.3,59,,,11,1,FALSE,Alagonia,J R Collett,AUS,55,1.3,6,3,FALSE,The Waco Kid,J Bowman,AUS,58,1.7,9,4,FALSE,It's A Virtue,B P Ward,AUS,59,3.6,144
21/05/2016,Rosehill,2,2,Adirondack,1/04/2015,Rosehill,+7m Entire Course,4,Tab Rewards (Rs0mw),3yo+,Apprentices Can Claim,,Rest 0 Metro Wins,Handicap,,,8,0.5,NK,85.93,600,35.84,4,S Clipperton,,1,,2,2,3,TRUE,FALSE,FALSE,0.5,54,,,3,2,FALSE,Thurston,J R Collett,NZ,54,0.5,2,3,FALSE,Tralfaz,B Avdulla,AUS,58,0.8,1,4,FALSE,Captain Scott,J B McDonald,NZ,58,1.3,24
21/05/2016,Rosehill,2,2,Adirondack,29/04/2015,Canterbury,+3m Entire Course,7,Tab Rewards (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,12,1.3,2,95.49,600,37.8,2,T Angland,,3,,4,2,4,TRUE,FALSE,FALSE,3.3,58.5,,,12,1,FALSE,Royal Adventure,James P Innes,AUS,53.5,1.3,10,2,FALSE,Redoutable Heart,J B McDonald,AUS,58.5,1.3,5,4,FALSE,Thurston,B Shinn,NZ,57.5,3.9,28
21/05/2016,Rosehill,2,2,Adirondack,20/05/2015,Randwick,TRUE,6,Happy Birthday Steve Meyn-Bm75,3yo+,Apprentices Can Claim,,Benchmark 75,Handicap,,,10,2.5,SH,112.46,600,37.4,9,J B McDonald,,6,9,9,7,9,TRUE,FALSE,FALSE,3.4,56,,,4,1,FALSE,Sons Of John,J Penza,AUS,57,2.5,2,2,FALSE,Maurus,D R Beasley,GB,55.5,2.5,5,3,FALSE,Randiki,Tim Clark,AUS,58,2.6,21
21/05/2016,Rosehill,2,2,Adirondack,10/06/2015,Canterbury,+3m Entire Course,7,Tab.Com.Au (Bm70),3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,9,LN,2.3,122.27,600,37.74,1,S Clipperton,,4,3,3,3,3,TRUE,FALSE,FALSE,2.9,58,,,7,1,FALSE,Bubbles 'N' Boats,T Angland,AUS,55,0.4,6,2,FALSE,Super Mover,W Costin,NZ,58,0.4,8,3,FALSE,Never Back Down,D R Beasley,AUS,54,2.7,21
21/05/2016,Rosehill,2,2,Adirondack,24/06/2015,Canterbury,+6m Entire Course,5,More Than Ready @ Vinery-Bm70,3yo+,Apprentices Can Claim,,Benchmark 70,Handicap,,,10,LN,1.3,122.3,600,36.31,3,Brodie Loy,,4,5,5,4,5,TRUE,FALSE,FALSE,1.8,55.5,-2,,4,1,FALSE,Archean,D R Beasley,USA,58.5,0.4,5,2,FALSE,Bubbles 'N' Boats,T Angland,AUS,57,0.4,1,3,FALSE,Ashkannd,C Lever,FR,58,1.7,14
21/05/2016,Rosehill,2,2,Adirondack,17/09/2015,Randwick,,6,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,7,1.8,1-Feb,62.5,,,6,S Clipperton,,6,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2016,Rosehill,2,2,Adirondack,2/10/2015,Randwick,,3,Barrier Trial,,,,Open Barrier Trial,Catch Weight,,,8,3-Apr,2,63.6,,,3,S Clipperton,,3,,,,,TRUE,FALSE,FALSE,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
